SquareFootage,NumBathrooms,NumBedrooms,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Price
690.87,1.38590819,2,36.82,5.43,149.3,16.13,94.36,1.14,3.01,4.76,3.62,184298.8701
721.86,1.0,2,19.29,8.58,47.27,15.18,91.86,2.27,7.8,0.9,3.73,143641.9416
1886.97,1.0,3,4.8,5.65,0.71,13.72,87.05,1.71,5.93,7.9,7.6,276254.3653
798.62,1.424847946,3,21.84,7.16,15.09,15.81,99.9,1.36,4.97,7.57,4.94,196172.7438
873.22,2.430444246,3,34.65,7.29,12.23,8.43,91.47,2.38,6.4,5.36,7.53,347310.3844
1259.78,3.360615949,4,54.61,8.25,68.01,27.13,91.41,1.57,6.01,1.63,0.76,551271.1624
1941.44,1.605345786,4,39.35,6.62,3.18,6.73,98.42,1.18,2.76,7.37,5.51,488321.9791
550.0,3.444789637,3,32.09,4.98,53.05,4.56,95.57,1.42,4.21,7.95,9.96,365330.0965
808.03,1.127582381,2,31.34,7.27,47.0,19.64,98.47,1.05,3.85,6.18,4.36,108814.7493
550.0,3.3251668,4,32.58,6.41,99.66,21.06,88.13,1.33,2.88,5.44,4.55,229907.5308
665.95,2.250132936,4,37.02,6.91,84.36,17.48,97.88,1.38,4.33,10.0,8.69,217365.301
1176.45,1.830558165,4,30.14,6.2,64.66,27.46,95.18,1.62,3.6,6.68,3.88,276095.139
1250.32,2.125449613,4,35.24,5.59,19.87,35.45,94.33,1.68,5.81,0.36,4.22,572622.5536
1282.32,1.975623109,4,30.3,7.64,40.62,9.55,93.85,1.23,6.27,10.0,4.46,402197.8271
1069.43,2.526355733,2,7.39,7.9,54.85,2.94,97.53,1.68,2.91,6.86,5.39,196840.4434
1132.88,2.863613468,3,1.66,9.61,72.09,31.97,83.1,0.74,7.54,8.79,7.24,533735.283
607.86,1.0,1,39.02,6.35,4.35,20.57,97.11,1.69,4.07,9.55,4.19,198478.5025
1488.9,2.141028798,4,49.2,7.69,21.5,9.96,91.53,1.52,6.75,2.4,4.86,397948.0494
995.87,2.736233087,3,39.62,7.04,7.32,24.54,94.75,1.69,3.61,9.96,7.48,317209.8854
2394.03,3.16426403,4,9.52,8.33,2.56,2.89,99.0,1.5,8.01,6.3,5.03,741922.7803
1052.48,2.898746774,3,6.47,7.75,60.07,22.79,99.74,1.01,7.69,8.79,5.85,484512.1588
1434.89,2.477739411,3,38.89,8.21,85.29,37.6,98.13,1.52,5.05,3.34,4.73,340862.5578
1551.81,2.056572628,3,23.05,8.45,10.07,11.65,90.13,1.45,1.87,2.58,5.51,513018.4992
1079.72,1.0,3,82.96,3.67,81.25,29.77,93.24,2.21,2.74,3.49,7.53,185771.2398
550.0,2.2403128,2,9.63,6.24,114.35,27.58,98.08,0.94,3.87,9.66,5.04,165566.0579
1143.01,2.860662582,3,66.91,6.72,4.41,53.19,86.89,2.16,2.63,3.28,4.14,361524.6245
1758.17,1.499267324,3,18.38,9.42,41.34,3.43,94.16,0.79,5.74,10.0,4.32,343771.9532
550.0,1.0,1,37.65,6.53,32.96,32.42,92.23,1.15,2.93,7.04,7.23,324138.1524
1642.1,2.787044399,3,30.47,7.28,8.38,3.18,82.12,0.74,6.5,8.0,8.12,605064.1428
1005.18,1.0,3,37.95,8.4,66.99,0.73,94.06,0.65,5.86,4.18,3.09,176071.022
550.0,2.699495232,2,28.19,4.93,103.67,34.18,89.49,1.51,6.65,2.49,3.08,125908.1015
550.0,1.086552437,3,16.1,6.87,61.05,29.19,92.54,1.67,5.07,7.53,4.92,164571.114
1361.23,1.92258022,3,42.52,6.92,119.18,24.28,99.9,1.52,7.47,7.59,7.48,292921.509
1241.82,1.0,3,23.26,6.07,104.92,8.72,95.16,2.34,7.54,7.92,4.43,212646.0281
939.61,1.061996769,4,10.14,8.7,62.77,2.35,82.76,0.46,3.24,3.05,6.72,410697.6667
1906.63,2.437671144,5,64.06,8.05,37.18,11.48,89.51,2.39,7.96,5.35,4.82,452288.5216
608.41,2.425928202,2,59.42,4.59,133.6,30.95,87.55,1.85,3.41,1.6,5.46,182527.0627
1030.61,2.15919513,2,21.85,5.54,35.21,28.41,99.9,1.3,5.05,7.72,4.6,221604.3822
591.18,2.555355709,1,14.47,8.18,22.72,21.14,99.9,1.07,2.56,8.03,5.83,89910.43313
1994.58,3.043046984,2,1.9,4.73,44.95,0.14,94.39,1.04,3.33,9.6,7.8,297752.7272
1240.92,2.308406942,3,60.77,10.0,92.89,34.28,95.58,1.24,6.39,1.47,2.75,299565.611
550.0,2.386282684,2,69.85,1.37,42.49,22.38,93.33,1.85,3.7,0.21,4.27,118121.6059
1197.9,2.909309193,3,41.0,3.13,93.99,31.18,92.84,1.85,6.58,1.73,4.61,304735.3154
1186.48,2.542308504,2,85.44,4.04,48.44,38.96,89.3,1.31,7.31,7.4,5.57,226905.0011
550.0,1.686046962,3,24.9,7.52,31.11,24.4,95.55,1.73,4.98,5.01,4.66,136881.3897
565.46,2.443164133,5,30.3,8.15,96.94,2.29,99.9,1.2,7.78,6.09,5.71,467961.8684
1161.44,1.0,2,23.12,7.1,58.85,18.02,97.49,1.49,4.28,5.98,6.25,213153.8592
834.4,1.739441341,3,13.5,8.85,11.2,32.79,90.09,1.79,4.01,4.88,5.72,266620.3033
659.08,4.080021704,4,16.99,10.0,84.6,27.11,96.09,2.04,8.62,6.79,7.58,557698.2794
1688.66,2.920013713,3,15.56,9.18,16.91,7.99,99.62,1.55,6.93,9.48,7.19,301531.291
934.16,2.107325106,3,20.65,8.75,2.59,24.9,93.09,1.32,5.75,5.98,4.79,376548.3196
1742.26,2.924457025,3,12.64,9.28,54.45,9.81,92.47,1.01,5.4,9.96,7.32,463435.9881
1279.97,1.151522848,4,39.89,7.61,10.44,6.85,91.81,1.68,5.5,5.27,3.94,245781.3098
1855.43,1.468525379,4,21.83,5.99,56.53,8.58,96.3,1.69,8.68,3.55,6.74,474627.2892
851.21,2.449189878,4,28.03,8.69,66.03,10.15,91.92,1.87,4.27,4.52,4.53,340434.0506
1528.58,2.118791517,3,29.4,8.73,58.07,3.81,93.39,1.02,5.11,8.84,8.1,353948.1172
550.0,1.223510226,2,44.52,1.92,47.17,54.02,87.42,1.8,2.13,3.69,3.34,253879.4828
1151.89,1.0,2,70.69,3.03,63.99,22.19,94.01,1.02,3.27,2.47,3.65,184014.233
1326.29,3.563667505,4,13.25,9.07,33.4,20.54,94.7,2.11,6.28,5.93,2.25,713993.1241
1135.51,2.527049674,4,34.76,7.43,28.21,3.36,97.28,1.5,5.92,8.09,6.47,522258.1523
1642.29,3.896425622,2,11.9,10.0,43.69,0.2,99.9,0.72,7.63,2.8,2.89,356969.6722
550.0,2.99403881,2,49.34,6.05,13.27,23.9,89.94,2.18,4.93,8.07,5.93,173992.9114
579.71,4.129608975,1,42.23,6.73,30.25,29.75,88.05,0.89,4.2,2.79,3.77,269063.9548
1297.26,1.286997052,5,21.06,6.38,47.93,1.34,95.0,1.26,4.1,2.83,4.58,325140.5748
1511.89,3.997280246,3,20.86,8.16,16.69,12.15,93.86,0.26,6.21,7.91,8.81,618110.2488
550.0,1.0,2,52.05,7.56,25.66,30.69,89.3,0.8,4.02,9.16,7.49,123607.752
550.0,2.016856219,4,1.78,10.0,49.61,4.01,92.75,1.8,7.29,5.98,6.5,390214.7275
1053.98,3.584881803,4,8.77,9.82,12.67,7.64,96.92,1.62,8.16,8.03,8.34,353258.6088
1364.59,1.850391839,3,39.6,6.44,57.09,7.57,97.3,0.95,5.14,5.09,7.31,470665.0211
1312.94,1.312026735,4,3.88,9.42,38.57,17.1,94.84,0.68,6.7,6.24,5.92,536763.4995
835.62,3.208137095,4,41.66,10.0,17.84,18.85,88.3,0.56,5.42,9.62,9.68,399496.7421
550.0,2.650587996,4,52.6,7.16,29.38,34.69,93.11,1.67,3.98,3.32,0.88,215794.7062
658.34,1.0,2,36.31,3.22,52.05,25.97,91.28,1.61,0.75,3.63,1.35,203962.6062
1725.08,4.361302199,4,4.47,8.0,24.07,7.61,91.31,1.42,8.59,8.98,9.5,742617.9442
550.0,2.412961451,3,32.23,6.0,10.28,2.39,93.11,1.49,3.27,8.3,7.31,134259.7363
1455.1,2.90820248,2,17.4,9.14,38.76,6.0,99.9,1.11,7.09,1.36,3.17,290976.1554
636.04,1.032646517,3,20.56,5.68,91.23,17.58,99.9,1.99,5.25,10.0,10.0,157110.9364
643.37,2.195860274,3,11.71,9.05,53.61,2.94,95.24,1.5,4.13,2.7,5.15,217832.0938
876.67,1.0,4,12.17,5.49,4.85,11.85,95.28,0.85,6.32,9.22,6.87,243722.0049
795.24,1.167822382,4,27.48,9.98,36.06,11.16,99.63,1.09,4.1,4.28,8.04,206409.2786
822.85,2.30205937,3,10.27,8.21,27.43,19.42,96.58,1.31,5.9,8.19,4.87,289139.7318
698.85,2.918705979,4,58.23,7.08,54.88,23.78,92.62,0.94,6.93,9.53,10.0,296401.8311
1520.84,1.407801731,2,32.04,5.66,47.77,28.71,91.21,2.53,3.12,5.09,3.2,176184.984
850.67,2.658915312,3,43.89,8.29,68.68,0.37,94.9,1.23,5.77,8.09,9.33,413218.8644
550.0,3.495231608,4,60.97,6.52,13.04,20.98,91.48,2.1,6.5,7.42,4.65,296217.7279
965.05,1.699108019,1,52.21,8.95,23.57,12.42,92.19,0.74,5.06,6.21,5.24,109940.888
1433.84,3.665175518,4,27.17,8.15,48.04,2.3,86.1,0.79,6.9,10.0,6.76,792692.2739
1073.17,2.784915284,2,40.22,7.11,7.87,54.19,96.55,2.25,4.82,6.82,7.43,224911.6551
550.0,1.945460062,1,26.47,5.68,91.13,12.4,90.37,1.3,5.05,10.0,8.92,198495.9734
1198.23,1.858242636,4,31.39,5.76,36.2,13.0,85.63,1.01,6.47,1.61,5.42,432917.1193
1131.08,2.771187305,2,27.75,9.16,92.66,6.26,88.79,0.26,3.74,4.31,6.92,368140.5532
550.0,1.0,2,16.48,5.77,29.86,39.34,89.53,1.7,2.61,2.04,4.32,174333.5708
1956.12,3.46170632,4,17.69,9.04,119.21,19.65,92.85,1.38,5.55,3.69,5.69,620197.351
1393.08,2.576605651,4,2.17,7.51,100.78,24.21,98.89,2.24,7.25,2.66,10.0,283448.6809
1127.11,1.225976058,2,22.18,6.04,19.86,48.02,93.33,2.13,2.72,7.09,6.11,136278.2019
556.22,1.0,4,48.64,9.33,42.32,13.08,98.9,0.86,3.74,7.04,6.63,197318.2591
1047.13,2.610481854,4,31.57,5.52,39.57,11.99,87.92,1.52,4.41,4.69,4.72,245724.4255
1314.72,1.0,4,69.8,7.73,12.22,20.94,99.9,1.62,5.32,2.0,5.2,230285.191
550.0,2.297351344,1,6.44,7.16,72.96,16.13,91.98,1.49,3.61,10.0,6.59,108036.1452
1067.85,1.0,2,19.06,5.16,30.9,5.59,95.51,1.68,6.22,10.0,6.49,170448.1784
673.11,2.882272998,2,67.46,5.66,41.15,34.15,97.71,1.92,4.3,5.89,4.94,166591.1252
1924.5,4.75024031,3,5.92,9.0,0.32,31.24,98.73,1.41,8.96,10.0,6.6,646526.0787
1242.35,3.218606826,3,60.9,7.65,38.75,2.64,86.42,0.53,4.31,7.92,6.65,332962.2617
1115.1,1.249584133,3,52.5,5.56,20.29,16.67,91.68,2.26,5.68,6.7,6.51,364721.6372
909.46,2.229581892,3,47.66,7.02,29.92,40.83,87.72,1.59,0.82,7.82,6.63,365893.4119
1084.17,1.0,2,33.1,7.25,85.57,9.76,91.63,1.9,0.68,8.61,7.31,158471.7514
1919.08,3.037522418,4,7.12,10.0,15.98,16.01,99.9,1.47,6.99,4.42,6.38,371639.9016
1059.66,3.828728174,2,37.39,9.12,8.86,3.03,97.6,1.26,4.57,5.2,3.73,325747.0083
1157.27,1.292223915,4,70.39,8.49,28.33,1.07,99.9,0.89,5.74,7.09,6.45,588317.6568
1878.22,4.754927429,5,4.85,10.0,62.37,9.44,94.03,1.73,8.48,8.53,7.43,726744.0329
1579.72,3.107888032,4,39.68,9.28,51.07,8.63,93.55,1.56,2.36,6.22,7.98,507981.2627
1366.27,1.296475459,3,46.69,5.89,28.66,17.51,94.01,2.12,4.3,4.26,4.78,365322.3062
1620.46,3.828970029,3,12.67,7.39,53.19,7.02,99.9,1.67,9.39,6.12,5.18,470229.3206
550.0,1.924803598,3,19.69,2.83,113.37,37.74,99.9,0.78,2.75,3.13,5.37,158586.5965
958.49,4.833488876,5,31.51,10.0,45.18,19.78,98.96,1.01,7.85,9.09,7.33,483124.0778
1047.06,1.0,3,23.45,6.44,61.2,35.56,99.9,1.36,4.85,7.13,4.26,297256.5871
550.0,3.078351494,2,39.76,5.05,96.86,20.21,97.94,1.33,6.62,5.87,7.33,143398.796
1778.46,1.0,5,63.4,8.52,53.84,3.29,91.84,2.32,5.5,4.95,3.39,379709.2558
797.3,2.861444856,3,42.4,8.09,15.14,13.61,92.87,1.48,6.14,10.0,5.42,363575.0038
1114.19,1.307240625,3,18.94,7.94,49.83,28.67,94.97,2.06,7.29,7.36,5.68,204192.7232
550.0,1.863866233,3,36.12,5.07,80.47,8.06,95.96,2.1,5.45,5.17,6.33,136195.1048
550.0,2.684066324,2,24.57,6.96,11.62,3.4,99.9,0.46,3.62,6.89,4.2,163088.29
1532.21,1.581607272,1,21.53,5.59,15.31,21.49,94.88,1.93,4.29,6.68,6.43,277856.4616
550.0,1.730126927,3,19.52,9.63,2.34,20.81,90.06,0.52,4.96,0.11,6.65,150168.9155
836.62,2.483094646,3,7.86,8.32,62.4,32.78,90.35,1.57,3.99,2.88,6.09,272444.5384
1021.58,3.790983724,3,39.76,9.08,41.01,25.35,90.09,2.15,5.41,7.96,4.97,348533.4625
550.0,1.769757217,2,63.37,5.26,10.68,16.98,85.08,2.06,3.41,2.26,5.03,138315.1695
550.0,2.684675844,3,9.3,4.33,49.72,26.54,94.21,1.57,1.14,7.54,7.15,145855.3631
550.0,1.0,3,26.23,5.92,115.37,49.71,89.46,2.09,3.02,3.92,4.29,182779.7308
1165.33,1.678559823,2,41.48,5.93,98.74,15.92,94.39,1.89,6.11,4.05,5.05,193579.1699
1461.93,1.421929889,3,18.28,4.37,58.68,31.49,84.14,2.41,2.28,4.33,3.73,194009.7516
985.8,2.126042517,3,33.39,5.94,1.45,25.72,99.9,1.3,2.76,4.56,4.44,312489.6979
756.23,3.229252834,4,27.83,6.35,61.86,12.54,95.09,1.62,5.67,8.93,5.46,426944.4873
1016.55,3.648845919,4,12.71,10.0,39.27,37.92,99.58,1.06,6.74,3.79,6.99,485993.7025
786.48,3.488486693,1,34.43,7.33,58.07,26.77,99.15,1.26,0.18,5.69,3.67,128433.5857
594.62,2.977797213,2,45.63,6.23,57.87,37.07,91.47,0.43,6.92,2.79,5.43,372714.9939
1092.09,3.094975276,3,42.45,6.47,14.13,6.16,93.94,1.16,6.33,3.6,4.62,430556.8472
1668.25,2.844066281,5,29.89,7.54,39.69,8.05,99.9,1.62,9.06,7.21,4.6,394371.9124
761.29,1.205137548,3,15.3,3.72,35.64,48.06,84.85,0.79,2.66,5.78,5.46,154184.2007
550.0,3.094713119,3,34.1,6.56,24.12,16.11,83.47,1.64,5.54,6.28,5.02,256951.6967
1111.38,1.92812105,2,38.89,8.57,99.46,12.38,99.9,0.89,8.99,7.3,7.53,378628.5385
1656.84,2.247618475,3,58.15,6.93,74.15,14.67,98.81,1.16,6.25,9.37,4.85,525579.2303
1786.61,1.863391522,3,17.74,5.86,34.16,4.07,91.06,1.81,5.42,4.45,2.85,320726.3276
550.0,2.979532078,4,23.83,5.06,21.24,28.39,91.08,1.6,3.98,8.74,5.49,140569.2476
585.17,1.971642448,4,15.32,6.78,6.4,33.02,88.05,2.63,5.77,7.55,5.4,202655.5799
586.15,2.860058801,2,29.18,6.44,82.53,26.67,95.49,1.87,6.47,6.41,7.29,236938.4329
840.12,2.472431705,3,30.8,6.4,27.71,21.97,99.84,1.53,7.39,3.74,6.62,373827.7512
550.0,1.0,1,60.5,5.02,98.99,52.38,87.37,1.43,0.07,4.29,7.76,259723.8412
1646.56,1.598916749,4,16.06,9.64,28.95,27.64,85.92,1.28,9.32,5.22,9.04,589555.3422
1228.57,2.688729148,3,38.93,4.32,94.68,15.2,95.23,1.95,6.88,10.0,8.39,499059.3625
792.14,2.477129839,4,0.03,6.95,2.49,5.31,99.9,1.94,7.09,7.29,6.49,510710.9186
1152.7,2.656206488,2,49.57,6.19,57.15,35.82,95.51,0.78,5.42,4.26,3.21,167279.1021
838.01,1.610971933,3,39.56,8.65,3.25,9.94,93.58,0.73,4.6,6.1,8.84,303131.7829
1226.92,2.086939183,4,24.6,7.68,19.47,1.72,91.71,1.44,6.32,4.48,3.86,363917.0858
800.7,1.207504366,2,59.26,6.04,16.69,2.93,94.49,1.58,3.31,1.18,1.85,165657.3604
826.42,2.507471586,3,39.7,5.31,87.64,16.22,89.16,1.23,2.02,7.64,5.92,228904.7746
550.0,1.364391514,2,54.01,4.49,34.95,26.37,94.26,1.8,2.05,7.09,4.4,99606.59665
1117.64,2.509751132,4,21.99,7.76,41.77,6.9,96.98,1.93,9.65,5.81,8.74,558091.1803
714.24,1.855069838,2,44.84,4.77,85.2,24.39,99.1,1.69,0.09,0.31,3.47,113935.0884
1170.65,1.3965499,4,20.75,7.24,51.77,13.14,90.62,0.88,5.89,5.97,6.25,316806.0808
1384.52,3.207645002,5,59.12,8.84,20.41,0.06,93.79,1.42,6.76,4.17,7.65,691793.7395
550.0,1.969694959,4,45.21,9.26,45.91,31.41,81.17,2.07,4.53,4.21,8.54,245413.2988
1376.19,1.50603517,3,18.62,8.2,32.43,39.54,96.74,1.26,5.26,4.05,7.31,256747.0528
884.98,2.001241365,2,50.67,3.4,32.41,26.17,97.05,1.63,2.12,3.68,4.14,99924.2893
748.89,1.839302705,5,48.13,5.87,96.5,45.95,98.02,1.33,5.06,5.83,9.07,488567.3674
1552.01,1.946009718,3,25.11,8.92,21.87,1.68,93.88,1.76,8.3,10.0,6.53,599887.6946
897.55,4.73916723,3,41.05,6.1,13.77,24.4,86.13,1.76,4.87,5.59,3.68,402358.3158
550.0,2.32096047,3,2.23,9.37,99.46,19.89,99.9,1.54,4.35,10.0,6.63,239890.6814
550.0,2.284199265,3,8.52,2.48,24.54,6.81,98.1,1.78,2.6,6.49,4.38,120950.5722
1803.59,4.567592551,2,8.95,7.77,4.28,10.05,90.99,1.72,8.49,10.0,10.0,405985.2649
695.55,2.751710191,3,17.03,8.66,12.09,8.44,88.05,2.15,9.26,5.19,8.68,361413.9078
585.68,3.743035079,4,19.57,8.69,108.79,15.36,97.15,1.18,6.84,3.07,7.49,487805.8679
1624.02,2.092767281,3,9.1,7.8,67.38,15.4,90.63,2.21,5.19,5.67,7.54,450177.8117
2173.66,4.245092459,3,12.95,6.8,73.17,13.58,99.9,1.31,10.0,8.91,7.59,649144.8176
550.0,1.425762341,3,22.88,5.55,3.21,4.92,92.44,1.52,5.56,3.13,8.4,109108.3763
550.0,1.0,3,48.0,6.0,53.97,35.89,93.23,1.74,4.92,6.07,6.9,100395.904
2013.34,1.641978505,2,26.82,6.74,101.36,37.07,90.25,1.12,2.59,7.07,5.67,232294.7133
1466.77,3.078264912,3,56.45,8.77,12.44,19.77,89.13,1.32,5.76,2.61,2.73,342115.0793
912.18,1.82542653,4,0.46,10.0,39.33,3.47,98.21,1.26,4.55,2.86,6.29,491058.1524
1044.51,1.0,1,82.63,2.87,48.29,37.33,94.67,1.56,3.04,10.0,3.67,164336.9609
1398.64,1.0,3,24.14,10.0,48.19,4.22,88.66,1.39,7.43,8.36,9.9,348991.4784
1404.98,1.590590446,2,12.46,8.32,24.09,34.76,89.95,1.82,4.88,3.88,8.4,216757.3556
760.31,1.0,2,38.12,6.05,44.96,41.36,95.92,2.27,1.91,4.55,4.46,109353.449
1417.6,2.278865491,2,40.21,5.95,29.63,1.1,96.22,1.54,4.39,4.47,6.99,251297.1141
550.0,1.0,3,40.93,6.57,9.39,10.87,93.58,1.87,1.93,3.55,4.36,121815.294
1636.28,2.548366988,3,24.94,10.0,11.8,16.8,95.6,0.95,7.65,6.69,8.65,624890.7904
1349.32,1.206595497,2,27.37,8.44,38.11,22.02,99.9,2.18,7.41,10.0,9.1,284982.2862
1964.38,2.529407105,3,43.64,10.0,72.74,14.16,99.9,0.94,6.53,10.0,9.62,377464.8036
995.86,1.971972027,3,30.89,6.13,2.44,2.42,93.92,1.43,5.7,1.97,5.35,158545.4049
734.59,1.165419611,3,5.72,5.3,11.29,14.3,92.22,1.6,4.94,5.5,7.37,123104.0484
1444.86,1.835684224,2,2.48,5.64,22.43,32.8,99.9,1.65,2.68,10.0,8.09,355748.8956
592.53,1.824204056,3,2.77,7.2,99.13,36.99,93.17,1.88,4.69,8.87,8.1,169045.8255
1361.81,2.647526914,3,47.28,8.0,136.94,17.22,98.1,1.67,6.16,4.48,6.68,439655.1702
1377.31,3.368342766,3,3.31,6.94,36.77,3.27,96.75,2.01,6.04,10.0,9.26,271793.6411
1648.24,1.537472539,3,6.9,8.19,72.56,3.8,93.95,0.92,9.51,6.68,7.08,267223.3677
742.07,1.0,3,43.01,4.24,61.23,50.05,96.97,1.62,2.85,7.17,5.56,147724.0952
1091.18,1.316688351,2,43.88,5.71,105.06,28.52,98.7,2.8,4.51,6.21,6.75,244632.8005
550.0,1.0,3,11.2,6.85,22.15,10.06,90.13,1.88,2.57,4.23,5.1,138546.8422
1013.51,1.771119733,2,39.51,8.33,64.82,4.92,98.09,1.91,6.97,8.29,6.32,274113.6555
965.58,2.17512809,1,21.51,7.27,34.21,6.03,99.9,1.53,8.41,4.62,7.49,215487.0718
908.8,2.885796898,3,34.59,7.03,41.25,17.36,95.62,1.22,8.09,5.32,4.77,235196.8733
1226.31,2.753636198,4,5.54,8.19,59.93,7.63,96.42,1.21,4.77,9.42,3.61,552338.3594
1250.06,2.43829604,2,17.66,5.36,99.15,18.13,89.97,1.94,4.14,8.98,8.54,371325.8584
603.44,1.0,3,32.85,7.61,27.16,21.44,99.9,0.63,6.41,7.9,8.47,146397.9284
901.6,1.452001866,3,25.15,8.26,19.82,15.34,99.9,0.67,6.1,4.74,5.39,220458.9936
727.05,3.511052093,4,8.71,7.42,0.43,27.23,99.9,1.28,5.35,6.53,7.13,231689.9809
1300.54,3.714699167,4,7.31,8.71,19.82,11.44,90.28,1.97,5.65,2.19,3.7,595244.0904
730.3,3.465489528,4,24.96,6.34,8.95,5.83,92.75,1.68,5.92,8.4,6.42,254900.1712
1226.9,2.41369557,4,46.35,8.88,64.92,5.67,91.71,1.66,7.27,5.51,6.45,278318.661
1110.45,1.247922529,3,42.13,10.0,19.87,63.89,95.3,0.61,6.07,9.59,8.81,304931.3849
925.73,3.145481038,3,42.02,6.55,42.34,5.75,93.73,1.58,6.02,8.46,4.49,542943.1356
1274.02,2.293897532,3,22.13,9.47,54.11,19.8,90.93,1.35,6.97,9.51,6.48,316805.749
1413.97,1.293677407,3,12.75,4.69,1.67,32.52,98.08,1.94,5.99,0.96,2.93,290193.7822
863.23,3.83542348,4,30.03,9.44,20.07,6.84,99.9,1.65,7.23,3.67,6.03,368075.5991
1204.99,1.428341872,2,4.26,9.95,35.86,2.71,99.86,2.24,6.09,7.08,5.71,214596.5987
2115.68,1.969607048,3,37.08,6.38,70.14,40.41,90.43,1.8,6.79,8.93,7.88,308473.0053
1312.83,2.053065884,4,15.58,8.6,47.61,18.27,94.58,1.39,7.31,3.38,3.59,284055.183
550.0,2.160201157,2,22.71,5.24,19.76,13.53,99.9,0.61,8.95,8.36,5.64,223986.7535
550.0,1.0,3,42.67,9.58,54.97,16.2,89.69,1.54,2.14,5.49,3.41,117296.0179
754.91,1.0,2,40.16,6.9,8.51,0.16,99.82,1.39,5.98,9.98,7.46,143168.2995
1129.74,1.988186489,4,29.21,8.36,15.82,35.49,99.9,0.88,4.2,4.98,8.09,331897.4486
1485.13,3.026249023,3,56.6,6.04,82.1,11.26,95.92,1.93,3.02,0.38,3.98,317470.2329
1383.96,1.0,4,66.01,6.56,47.43,5.94,94.51,1.41,4.06,10.0,7.05,376242.2191
550.0,1.772144003,5,3.96,6.17,71.96,7.71,99.9,2.05,4.85,9.03,8.66,336931.2384
1427.51,1.449288417,3,35.98,6.21,78.2,13.86,94.38,1.59,4.98,6.72,4.0,298444.3614
1473.2,4.342154715,3,31.79,9.0,54.82,25.87,84.95,2.1,8.31,3.79,5.78,273769.0828
1914.64,1.278973828,4,41.18,9.01,43.47,17.02,98.08,0.97,7.96,10.0,7.68,607294.1805
1046.69,1.186620717,2,38.9,7.1,68.29,13.83,84.96,1.9,1.27,1.91,3.15,128708.696
550.0,3.205325257,3,34.49,4.94,31.48,1.2,98.7,1.24,6.17,10.0,10.0,344358.9229
1450.43,1.0,2,25.04,6.95,2.39,9.53,96.16,1.28,5.12,2.1,4.41,195341.3991
1025.62,1.910822347,1,23.35,3.79,103.43,9.67,96.55,1.06,2.92,1.48,6.84,181312.0461
1930.82,2.627478048,3,14.83,7.53,62.72,15.61,93.6,1.48,4.99,8.77,7.02,462140.1472
1491.29,1.779273074,2,34.76,7.03,99.75,37.53,99.9,1.56,6.78,9.1,5.82,426827.1371
1647.02,3.100505575,3,9.74,8.07,8.19,13.21,97.08,1.09,7.8,10.0,9.54,284664.4704
777.85,2.326473751,3,37.36,6.37,41.82,36.63,92.55,1.07,6.11,4.83,5.88,208302.3543
1040.5,1.602571713,4,21.78,7.81,33.69,7.56,93.19,0.79,3.9,5.42,7.85,478799.9918
550.0,3.341157623,1,3.18,5.8,15.95,25.03,92.36,1.66,2.25,4.21,3.78,190459.3301
971.19,1.0,4,53.22,7.83,13.85,28.5,87.03,1.52,6.42,6.44,6.53,235139.5085
700.9,1.0,3,0.29,6.09,92.84,8.42,87.5,1.77,5.08,1.85,2.4,152297.6017
889.74,1.803241274,4,23.49,7.89,22.54,5.04,90.27,1.01,5.28,5.35,5.43,446113.4462
680.49,2.059072256,2,24.67,9.62,71.73,0.43,89.1,1.62,5.07,6.93,6.43,223723.5155
1290.82,2.414055783,2,38.12,7.09,75.24,13.88,90.09,1.4,4.97,1.57,2.33,135914.235
913.84,1.0,4,6.08,8.21,94.23,20.77,96.85,1.74,1.42,8.05,5.74,289804.9546
1864.9,2.501197814,3,28.07,10.0,46.56,22.83,92.5,1.53,2.44,4.44,7.69,338296.8778
1965.66,3.273779005,3,11.21,3.98,37.1,14.69,92.84,1.22,5.87,10.0,7.75,378672.5579
550.0,2.078213767,2,2.75,7.62,37.74,29.72,88.91,1.46,6.16,3.04,2.74,188074.8765
890.36,2.442325249,4,48.44,8.65,49.25,8.52,94.99,1.27,5.42,4.64,4.04,231338.412
1404.65,3.788995099,4,49.69,7.02,28.46,8.03,94.75,2.5,5.81,6.5,6.67,610644.4847
1210.49,1.0,1,19.59,5.2,60.74,11.11,99.42,0.64,2.5,4.56,4.01,167114.0659
939.05,3.805854238,3,50.81,5.2,94.52,1.66,99.03,2.04,6.87,6.09,6.85,434991.6789
550.0,1.006560214,2,58.94,6.09,74.28,46.55,90.79,1.8,1.29,5.4,7.47,290806.1083
550.0,1.304851097,4,42.26,4.21,98.64,24.7,99.45,1.39,1.69,5.39,7.96,130205.0595
1569.31,2.837246104,3,14.37,5.09,84.33,6.04,99.02,1.63,3.62,6.74,4.07,383024.0157
691.22,2.233119991,3,26.23,9.11,73.12,8.23,86.7,1.14,1.99,5.5,6.07,333650.2829
550.0,3.23470237,2,30.57,6.25,51.7,26.0,89.26,1.91,6.52,7.78,5.0,303812.3481
550.0,1.0,3,40.06,4.59,44.27,14.3,95.1,1.85,2.95,2.91,4.27,195380.3873
